feedback_id,created_at,game_ref,player_appellation,version,event_name,channel,text,image_hint,text_emotion,text_emotion_cn,text_confidence,image_emotion,image_emotion_cn,image_confidence,fused_emotion,fused_emotion_cn,fused_confidence,intent,risk_level,need_reply,recommended_action,tags,trace
FB0060,2026-04-27 21:35:00,星穹铁道,开拓者,3.2,活动商店,TapTap,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,剧情CG截图,joy,喜悦,0.74,anger,愤怒,0.61,joy,喜悦,0.69,剧情评价,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.74); 图像线索=剧情CG截图/愤怒(0.61); 融合结果=喜悦(0.69); 意图=剧情评价; 风险=低
FB0061,2026-05-12 13:30:00,鸣潮,漂泊者,3.2,主线间章,客服工单,账号异常登录提醒不够明显，希望能增加二次确认。,崩溃报错截图,anger,愤怒,0.79,anger,愤怒,0.69,anger,愤怒,0.76,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=愤怒(0.79); 图像线索=崩溃报错截图/愤怒(0.69); 融合结果=愤怒(0.76); 意图=客服求助; 风险=高
FB0062,2026-04-25 12:46:00,原神,旅行者,5.8,幻想境活动,B站评论,角色台词有几句重复触发太频繁，听久了有点出戏。,活动奖励截图,joy,喜悦,0.8,disgust,反感,0.66,joy,喜悦,0.75,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.8); 图像线索=活动奖励截图/反感(0.66); 融合结果=喜悦(0.75); 意图=角色厨力; 风险=低
FB0063,2026-04-21 18:36:00,明日方舟,博士,2.6,SideStory活动,NGA论坛,希望官方正面回应争议点，不要只发模板话术。,崩溃报错截图,anger,愤怒,0.91,anger,愤怒,0.77,anger,愤怒,0.86,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.91); 图像线索=崩溃报错截图/愤怒(0.77); 融合结果=愤怒(0.86); 意图=舆情投诉; 风险=严重
FB0064,2026-05-14 05:37:00,星穹铁道,开拓者,3.1,版本前瞻,TapTap,更新包太大了，能不能做分包下载。,活动奖励截图,sadness,失落,0.62,sadness,失落,0.87,sadness,失落,0.71,性能优化,中,是,生成角色化安抚回复；归入版本反馈池,体验问题,文本情绪=失落(0.62); 图像线索=活动奖励截图/失落(0.87); 融合结果=失落(0.71); 意图=性能优化; 风险=中
FB0065,2026-04-23 23:21:00,原神,旅行者,5.6,海灯节复刻,QQ群,攒了两个月终于抽到本命，角色演出太值了。,抽卡截图,joy,喜悦,0.73,trust,信任,0.89,trust,信任,0.79,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿；可正向传播,文本情绪=喜悦(0.73); 图像线索=抽卡截图/信任(0.89); 融合结果=信任(0.79); 意图=抽卡/付费; 风险=中
FB0066,2026-04-25 21:14:00,星穹铁道,开拓者,3.1,活动商店,NGA论坛,公告说法太模糊，社区都吵起来了，建议尽快补充解释。,抽卡截图,sadness,失落,0.74,anger,愤怒,0.6,sadness,失落,0.69,舆情投诉,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=失落(0.74); 图像线索=抽卡截图/愤怒(0.6); 融合结果=失落(0.69); 意图=舆情投诉; 风险=高
FB0067,2026-05-01 23:23:00,明日方舟,博士,2.4,集成战略,小红书,更新后进副本会卡在加载界面，重启也不稳定，希望尽快修。,崩溃报错截图,anger,愤怒,0.67,sadness,失落,0.45,anger,愤怒,0.59,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.67); 图像线索=崩溃报错截图/失落(0.45); 融合结果=愤怒(0.59); 意图=BUG反馈; 风险=严重
FB0068,2026-04-13 14:14:00,原神,旅行者,5.7,深境挑战,QQ群,客服和社区运营这次处理得很稳，值得夸。,角色立绘截图,joy,喜悦,0.68,disgust,反感,0.86,disgust,反感,0.74,正向安利,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=喜悦(0.68); 图像线索=角色立绘截图/反感(0.86); 融合结果=反感(0.74); 意图=正向安利; 风险=高
FB0069,2026-04-22 17:29:00,鸣潮,漂泊者,3.2,声骸双倍,客服工单,文案里专有名词太密集，新玩家看得有点懵。,崩溃报错截图,neutral,中性,0.66,anger,愤怒,0.49,neutral,中性,0.6,剧情评价,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.66); 图像线索=崩溃报错截图/愤怒(0.49); 融合结果=中性(0.6); 意图=剧情评价; 风险=低
FB0070,2026-04-05 13:58:00,明日方舟,博士,2.6,SideStory活动,B站评论,新角色人设太戳我了，战斗动作和待机语音都很有记忆点。,角色立绘截图,trust,信任,0.77,fear,担忧,0.7,fear,担忧,0.75,角色厨力,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=信任(0.77); 图像线索=角色立绘截图/担忧(0.7); 融合结果=担忧(0.75); 意图=角色厨力; 风险=中
FB0071,2026-04-27 17:50:00,鸣潮,漂泊者,2.6,共鸣者唤取,B站评论,高难关卡数值有点夸张，普通玩家很难拿满奖励。,战斗掉帧截图,sadness,失落,0.8,sadness,失落,0.52,sadness,失落,0.7,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.8); 图像线索=战斗掉帧截图/失落(0.52); 融合结果=失落(0.7); 意图=活动体验; 风险=中
FB0072,2026-04-15 09:16:00,星穹铁道,开拓者,3.3,跃迁卡池,小红书,武器池说明能不能写得更直白一点，概率和继承规则不够醒目。,角色立绘截图,surprise,惊讶,0.94,neutral,中性,0.81,surprise,惊讶,0.89,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=惊讶(0.94); 图像线索=角色立绘截图/中性(0.81); 融合结果=惊讶(0.89); 意图=抽卡/付费; 风险=高
FB0073,2026-04-09 01:50:00,星穹铁道,开拓者,3.4,跃迁卡池,游戏内问卷,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,抽卡截图,sadness,失落,0.68,sadness,失落,0.73,sadness,失落,0.7,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=失落(0.68); 图像线索=抽卡截图/失落(0.73); 融合结果=失落(0.7); 意图=剧情评价; 风险=中
FB0074,2026-04-29 08:58:00,星穹铁道,开拓者,3.4,跃迁卡池,B站评论,维护补偿到账很快，这点好评。,活动奖励截图,surprise,惊讶,0.83,surprise,惊讶,0.72,surprise,惊讶,0.79,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿,文本情绪=惊讶(0.83); 图像线索=活动奖励截图/惊讶(0.72); 融合结果=惊讶(0.79); 意图=福利补偿; 风险=低
FB0075,2026-04-21 09:56:00,原神,旅行者,5.6,角色祈愿,微博超话,移动端画面特效一多就掉帧，尤其是新地图传送点附近。,公告截图,disgust,反感,0.73,trust,信任,0.68,disgust,反感,0.71,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=反感(0.73); 图像线索=公告截图/信任(0.68); 融合结果=反感(0.71); 意图=BUG反馈; 风险=严重
FB0076,2026-04-04 04:44:00,星穹铁道,开拓者,3.4,活动商店,小红书,文案里专有名词太密集，新玩家看得有点懵。,剧情CG截图,sadness,失落,0.75,anger,愤怒,0.91,anger,愤怒,0.81,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=失落(0.75); 图像线索=剧情CG截图/愤怒(0.91); 融合结果=愤怒(0.81); 意图=剧情评价; 风险=高
FB0077,2026-04-17 13:07:00,明日方舟,博士,2.7,危机合约轮换,小红书,直播承诺和实装差距太大，这种落差很伤信任。,抽卡截图,neutral,中性,0.89,joy,喜悦,0.38,neutral,中性,0.71,舆情投诉,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=中性(0.89); 图像线索=抽卡截图/喜悦(0.38); 融合结果=中性(0.71); 意图=舆情投诉; 风险=中
FB0078,2026-04-19 01:37:00,明日方舟,博士,2.5,剿灭委托,微博超话,活动商店兑换材料丰富，肝度控制得不错。,公告截图,anger,愤怒,0.91,joy,喜悦,0.51,anger,愤怒,0.77,活动体验,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=愤怒(0.91); 图像线索=公告截图/喜悦(0.51); 融合结果=愤怒(0.77); 意图=活动体验; 风险=高
FB0079,2026-04-12 14:00:00,鸣潮,漂泊者,2.6,共鸣者唤取,B站评论,这次礼包性价比还可以，但希望别把关键养成材料拆太碎。,公告截图,sadness,失落,0.88,sadness,失落,0.5,sadness,失落,0.75,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=失落(0.88); 图像线索=公告截图/失落(0.5); 融合结果=失落(0.75); 意图=抽卡/付费; 风险=高
FB0080,2026-05-02 06:32:00,鸣潮,漂泊者,3.3,潮汐回响版本,QQ群,PC端帧数稳定了不少，但手机端发热还是明显。,剧情CG截图,neutral,中性,0.75,joy,喜悦,0.76,joy,喜悦,0.75,性能优化,低,否,记录样本；进入日报统计,体验问题；可正向传播,文本情绪=中性(0.75); 图像线索=剧情CG截图/喜悦(0.76); 融合结果=喜悦(0.75); 意图=性能优化; 风险=低
FB0081,2026-05-13 05:45:00,原神,旅行者,6.0,角色祈愿,微博超话,任务指引把我带到空气墙后面了，找了半小时都没触发。,抽卡截图,neutral,中性,0.61,neutral,中性,0.43,neutral,中性,0.55,BUG反馈,中,是,生成角色化安抚回复；归入版本反馈池,体验问题,文本情绪=中性(0.61); 图像线索=抽卡截图/中性(0.43); 融合结果=中性(0.55); 意图=BUG反馈; 风险=中
FB0082,2026-05-14 12:38:00,鸣潮,漂泊者,3.2,海蚀遗迹活动,QQ群,皮肤很漂亮，但价格略贵，特效如果再多一点会更愿意买。,抽卡截图,joy,喜悦,0.88,fear,担忧,0.6,joy,喜悦,0.78,角色厨力,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.88); 图像线索=抽卡截图/担忧(0.6); 融合结果=喜悦(0.78); 意图=角色厨力; 风险=低
FB0083,2026-04-28 01:27:00,星穹铁道,开拓者,3.4,版本前瞻,微博超话,希望补偿规则透明一些，哪些情况能补、补多少要提前说清楚。,战斗掉帧截图,anger,愤怒,0.68,disgust,反感,0.39,anger,愤怒,0.58,福利补偿,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=愤怒(0.68); 图像线索=战斗掉帧截图/反感(0.39); 融合结果=愤怒(0.58); 意图=福利补偿; 风险=高
FB0084,2026-04-06 11:37:00,原神,旅行者,5.8,月之歌版本,TapTap,文案里专有名词太密集，新玩家看得有点懵。,抽卡截图,trust,信任,0.79,trust,信任,0.85,trust,信任,0.81,剧情评价,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=信任(0.79); 图像线索=抽卡截图/信任(0.85); 融合结果=信任(0.81); 意图=剧情评价; 风险=低
FB0085,2026-04-14 13:42:00,明日方舟,博士,2.4,集成战略,NGA论坛,这版本福利和内容量都挺足，回坑体验不错。,公告截图,joy,喜悦,0.9,neutral,中性,0.42,joy,喜悦,0.73,正向安利,低,否,记录样本；进入日报统计,可正向传播,文本情绪=喜悦(0.9); 图像线索=公告截图/中性(0.42); 融合结果=喜悦(0.73); 意图=正向安利; 风险=低
FB0086,2026-04-16 18:17:00,鸣潮,漂泊者,3.2,主线间章,B站评论,PC端帧数稳定了不少，但手机端发热还是明显。,公告截图,neutral,中性,0.7,neutral,中性,0.45,neutral,中性,0.61,性能优化,低,是,记录样本；进入日报统计,体验问题,文本情绪=中性(0.7); 图像线索=公告截图/中性(0.45); 融合结果=中性(0.61); 意图=性能优化; 风险=低
FB0087,2026-05-03 11:26:00,星穹铁道,开拓者,3.1,模拟宇宙更新,NGA论坛,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,角色立绘截图,sadness,失落,0.64,anger,愤怒,0.85,anger,愤怒,0.71,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=失落(0.64); 图像线索=角色立绘截图/愤怒(0.85); 融合结果=愤怒(0.71); 意图=剧情评价; 风险=高
FB0088,2026-05-07 13:31:00,鸣潮,漂泊者,3.2,潮汐回响版本,QQ群,限定池保底压力太大，连续歪真的心态爆炸。,剧情CG截图,joy,喜悦,0.74,anger,愤怒,0.55,joy,喜悦,0.67,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿；可正向传播,文本情绪=喜悦(0.74); 图像线索=剧情CG截图/愤怒(0.55); 融合结果=喜悦(0.67); 意图=抽卡/付费; 风险=中
FB0089,2026-04-20 04:25:00,原神,旅行者,5.8,深境挑战,B站评论,角色台词有几句重复触发太频繁，听久了有点出戏。,剧情CG截图,neutral,中性,0.6,neutral,中性,0.47,neutral,中性,0.55,角色厨力,低,是,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.6); 图像线索=剧情CG截图/中性(0.47); 融合结果=中性(0.55); 意图=角色厨力; 风险=低
FB0090,2026-05-08 02:11:00,明日方舟,博士,2.4,危机合约轮换,QQ群,皮肤很漂亮，但价格略贵，特效如果再多一点会更愿意买。,剧情CG截图,joy,喜悦,0.78,joy,喜悦,0.83,joy,喜悦,0.8,角色厨力,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.78); 图像线索=剧情CG截图/喜悦(0.83); 融合结果=喜悦(0.8); 意图=角色厨力; 风险=低
FB0091,2026-04-28 02:36:00,星穹铁道,开拓者,3.4,模拟宇宙更新,微博超话,任务指引把我带到空气墙后面了，找了半小时都没触发。,崩溃报错截图,anger,愤怒,0.73,anger,愤怒,0.58,anger,愤怒,0.68,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.73); 图像线索=崩溃报错截图/愤怒(0.58); 融合结果=愤怒(0.68); 意图=BUG反馈; 风险=严重
FB0092,2026-04-10 09:15:00,明日方舟,博士,2.4,集成战略,客服工单,攒了两个月终于抽到本命，角色演出太值了。,抽卡截图,sadness,失落,0.73,sadness,失落,0.53,sadness,失落,0.66,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=失落(0.73); 图像线索=抽卡截图/失落(0.53); 融合结果=失落(0.66); 意图=抽卡/付费; 风险=高
FB0093,2026-05-14 21:12:00,明日方舟,博士,2.4,限定寻访,微博超话,高难关卡数值有点夸张，普通玩家很难拿满奖励。,战斗掉帧截图,trust,信任,0.71,trust,信任,0.43,trust,信任,0.61,活动体验,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.71); 图像线索=战斗掉帧截图/信任(0.43); 融合结果=信任(0.61); 意图=活动体验; 风险=低
FB0094,2026-05-10 23:48:00,鸣潮,漂泊者,3.0,潮汐回响版本,QQ群,新活动氛围很好，截图随便拍都能当壁纸。,公告截图,trust,信任,0.8,neutral,中性,0.44,trust,信任,0.67,正向安利,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.8); 图像线索=公告截图/中性(0.44); 融合结果=信任(0.67); 意图=正向安利; 风险=低
FB0095,2026-05-14 16:04:00,星穹铁道,开拓者,3.1,同行任务,游戏内问卷,账号异常登录提醒不够明显，希望能增加二次确认。,无图,sadness,失落,0.75,,,0.0,sadness,失落,0.75,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.75); 图像线索=无图/中性(0.0); 融合结果=失落(0.75); 意图=客服求助; 风险=中
FB0096,2026-04-04 21:28:00,明日方舟,博士,2.7,剿灭委托,QQ群,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,剧情CG截图,trust,信任,0.8,trust,信任,0.62,trust,信任,0.74,剧情评价,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=信任(0.8); 图像线索=剧情CG截图/信任(0.62); 融合结果=信任(0.74); 意图=剧情评价; 风险=低
FB0097,2026-04-04 17:15:00,原神,旅行者,5.6,幻想境活动,TapTap,提交工单三天还没回复，活动都快结束了。,战斗掉帧截图,neutral,中性,0.96,neutral,中性,0.87,neutral,中性,0.93,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=中性(0.96); 图像线索=战斗掉帧截图/中性(0.87); 融合结果=中性(0.93); 意图=客服求助; 风险=中
FB0098,2026-04-09 10:35:00,星穹铁道,开拓者,3.1,同行任务,游戏内问卷,维护补偿到账很快，这点好评。,战斗掉帧截图,neutral,中性,0.69,neutral,中性,0.68,neutral,中性,0.69,福利补偿,低,否,记录样本；进入日报统计,商业化/补偿,文本情绪=中性(0.69); 图像线索=战斗掉帧截图/中性(0.68); 融合结果=中性(0.69); 意图=福利补偿; 风险=低
FB0099,2026-05-03 12:41:00,明日方舟,博士,2.4,剿灭委托,小红书,更新包太大了，能不能做分包下载。,抽卡截图,neutral,中性,0.89,trust,信任,0.64,neutral,中性,0.8,性能优化,低,是,记录样本；进入日报统计,体验问题,文本情绪=中性(0.89); 图像线索=抽卡截图/信任(0.64); 融合结果=中性(0.8); 意图=性能优化; 风险=低
FB0100,2026-04-17 18:14:00,明日方舟,博士,2.6,限定寻访,QQ群,角色强度和剧情表现差距有点大，希望后续能加强。,角色立绘截图,neutral,中性,0.64,anger,愤怒,0.64,neutral,中性,0.64,角色厨力,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.64); 图像线索=角色立绘截图/愤怒(0.64); 融合结果=中性(0.64); 意图=角色厨力; 风险=低
FB0101,2026-04-15 12:46:00,鸣潮,漂泊者,3.0,共鸣者唤取,TapTap,客服和社区运营这次处理得很稳，值得夸。,剧情CG截图,joy,喜悦,0.74,surprise,惊讶,0.78,surprise,惊讶,0.75,正向安利,低,是,记录样本；进入日报统计,常规反馈,文本情绪=喜悦(0.74); 图像线索=剧情CG截图/惊讶(0.78); 融合结果=惊讶(0.75); 意图=正向安利; 风险=低
FB0102,2026-05-10 18:49:00,鸣潮,漂泊者,3.2,共鸣者唤取,QQ群,角色台词有几句重复触发太频繁，听久了有点出戏。,崩溃报错截图,joy,喜悦,0.73,fear,担忧,0.81,joy,喜悦,0.76,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.73); 图像线索=崩溃报错截图/担忧(0.81); 融合结果=喜悦(0.76); 意图=角色厨力; 风险=低
FB0103,2026-04-25 16:05:00,原神,旅行者,5.6,深境挑战,微博超话,账号异常登录提醒不够明显，希望能增加二次确认。,战斗掉帧截图,neutral,中性,0.68,anger,愤怒,0.89,anger,愤怒,0.75,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=中性(0.68); 图像线索=战斗掉帧截图/愤怒(0.89); 融合结果=愤怒(0.75); 意图=客服求助; 风险=高
FB0104,2026-05-05 04:32:00,鸣潮,漂泊者,3.3,潮汐回响版本,B站评论,账号异常登录提醒不够明显，希望能增加二次确认。,抽卡截图,sadness,失落,0.73,sadness,失落,0.37,sadness,失落,0.6,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.73); 图像线索=抽卡截图/失落(0.37); 融合结果=失落(0.6); 意图=客服求助; 风险=中
FB0105,2026-05-11 16:44:00,原神,旅行者,5.6,海灯节复刻,小红书,这次事故影响挺大，只给常规补偿感觉不太够。,活动奖励截图,neutral,中性,0.87,neutral,中性,0.35,neutral,中性,0.69,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿,文本情绪=中性(0.87); 图像线索=活动奖励截图/中性(0.35); 融合结果=中性(0.69); 意图=福利补偿; 风险=低
FB0106,2026-04-25 23:15:00,原神,旅行者,6.0,海灯节复刻,微博超话,角色强度和剧情表现差距有点大，希望后续能加强。,崩溃报错截图,joy,喜悦,0.6,disgust,反感,0.39,joy,喜悦,0.53,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.6); 图像线索=崩溃报错截图/反感(0.39); 融合结果=喜悦(0.53); 意图=角色厨力; 风险=低
FB0107,2026-04-01 12:39:00,原神,旅行者,5.8,海灯节复刻,客服工单,角色调整没有提前沟通，老玩家会觉得被背刺。,战斗掉帧截图,anger,愤怒,0.8,anger,愤怒,0.65,anger,愤怒,0.75,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.8); 图像线索=战斗掉帧截图/愤怒(0.65); 融合结果=愤怒(0.75); 意图=舆情投诉; 风险=严重
FB0108,2026-05-04 09:23:00,明日方舟,博士,2.7,SideStory活动,B站评论,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,抽卡截图,anger,愤怒,0.59,anger,愤怒,0.77,anger,愤怒,0.65,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=愤怒(0.59); 图像线索=抽卡截图/愤怒(0.77); 融合结果=愤怒(0.65); 意图=剧情评价; 风险=高
FB0109,2026-04-30 06:52:00,原神,旅行者,5.6,海灯节复刻,游戏内问卷,这版本福利和内容量都挺足，回坑体验不错。,活动奖励截图,trust,信任,0.9,disgust,反感,0.71,trust,信任,0.83,正向安利,中,是,生成角色化安抚回复；归入版本反馈池,可正向传播,文本情绪=信任(0.9); 图像线索=活动奖励截图/反感(0.71); 融合结果=信任(0.83); 意图=正向安利; 风险=中
FB0110,2026-04-05 02:50:00,鸣潮,漂泊者,3.2,潮汐回响版本,NGA论坛,文案里专有名词太密集，新玩家看得有点懵。,角色立绘截图,anger,愤怒,0.6,anger,愤怒,0.91,anger,愤怒,0.71,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=愤怒(0.6); 图像线索=角色立绘截图/愤怒(0.91); 融合结果=愤怒(0.71); 意图=剧情评价; 风险=高
FB0111,2026-04-05 10:55:00,星穹铁道,开拓者,3.3,跃迁卡池,游戏内问卷,新角色人设太戳我了，战斗动作和待机语音都很有记忆点。,公告截图,trust,信任,0.68,trust,信任,0.58,trust,信任,0.65,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=信任(0.68); 图像线索=公告截图/信任(0.58); 融合结果=信任(0.65); 意图=角色厨力; 风险=低
FB0112,2026-04-08 10:46:00,明日方舟,博士,2.6,SideStory活动,小红书,攒了两个月终于抽到本命，角色演出太值了。,战斗掉帧截图,sadness,失落,0.74,sadness,失落,0.53,sadness,失落,0.67,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=失落(0.74); 图像线索=战斗掉帧截图/失落(0.53); 融合结果=失落(0.67); 意图=抽卡/付费; 风险=高
FB0113,2026-04-15 14:44:00,原神,旅行者,6.0,幻想境活动,客服工单,邮件有效期太短，错过上线就领不到，有点难受。,公告截图,sadness,失落,0.75,trust,信任,0.51,sadness,失落,0.67,福利补偿,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿,文本情绪=失落(0.75); 图像线索=公告截图/信任(0.51); 融合结果=失落(0.67); 意图=福利补偿; 风险=中
FB0114,2026-04-13 13:54:00,原神,旅行者,5.7,幻想境活动,B站评论,文案里专有名词太密集，新玩家看得有点懵。,无图,surprise,惊讶,0.88,,,0.0,surprise,惊讶,0.88,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=惊讶(0.88); 图像线索=无图/失落(0.0); 融合结果=惊讶(0.88); 意图=剧情评价; 风险=中
FB0115,2026-04-14 11:43:00,原神,旅行者,6.0,幻想境活动,B站评论,高难关卡数值有点夸张，普通玩家很难拿满奖励。,活动奖励截图,sadness,失落,0.72,sadness,失落,0.65,sadness,失落,0.7,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.72); 图像线索=活动奖励截图/失落(0.65); 融合结果=失落(0.7); 意图=活动体验; 风险=中
FB0116,2026-05-13 23:33:00,明日方舟,博士,2.4,危机合约轮换,TapTap,角色强度和剧情表现差距有点大，希望后续能加强。,角色立绘截图,joy,喜悦,0.79,disgust,反感,0.47,joy,喜悦,0.68,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.79); 图像线索=角色立绘截图/反感(0.47); 融合结果=喜悦(0.68); 意图=角色厨力; 风险=低
FB0117,2026-04-16 02:57:00,星穹铁道,开拓者,3.1,跃迁卡池,QQ群,活动小游戏挺有创意，但每日任务重复度太高。,公告截图,neutral,中性,0.96,anger,愤怒,0.66,neutral,中性,0.85,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=中性(0.96); 图像线索=公告截图/愤怒(0.66); 融合结果=中性(0.85); 意图=活动体验; 风险=中
FB0118,2026-04-11 17:12:00,明日方舟,博士,2.6,限定寻访,NGA论坛,角色强度和剧情表现差距有点大，希望后续能加强。,活动奖励截图,surprise,惊讶,0.67,surprise,惊讶,0.67,surprise,惊讶,0.67,角色厨力,低,否,记录样本；进入日报统计,内容反馈,文本情绪=惊讶(0.67); 图像线索=活动奖励截图/惊讶(0.67); 融合结果=惊讶(0.67); 意图=角色厨力; 风险=低
FB0119,2026-05-12 05:33:00,鸣潮,漂泊者,3.2,潮汐回响版本,客服工单,美术、音乐和角色塑造都在线，适合喜欢剧情向二游的玩家。,抽卡截图,joy,喜悦,0.74,joy,喜悦,0.53,joy,喜悦,0.67,正向安利,低,是,记录样本；进入日报统计,可正向传播,文本情绪=喜悦(0.74); 图像线索=抽卡截图/喜悦(0.53); 融合结果=喜悦(0.67); 意图=正向安利; 风险=低
